text	tag
That's okay. It doesn't make you a bad person.	dialogue
I did. We played three games of backgammon and...	dialogue
You're going to tell me that you had a good time with the old lady.	dialogue
You must take me for a real idiot.	dialogue
"I actually feel good about myself?"	dialogue
It's weird. I actually feel good about myself. Can we do this again next week?	dialogue
Babe, you're looking at the next Mother Teresa.	dialogue
I don't know? Maybe I'd like it. I'm trying to change here. You could be supportive.	dialogue
You? Volunteer? I don't think so.	dialogue
I'm doing some volunteer work.	dialogue
Alone again.  What are you up to today?	dialogue
Sure. Have a good night.	dialogue
You're not gonna start that again.	dialogue
Yeah, it's pretty relevant considering my situation.	dialogue
What are you reading?	dialogue
Well, I was just calling to tell you I was thinking about you and I miss you. I'll let you go.	dialogue
It wasn't a date. He's just a friend.	dialogue
Well, I was just calling to see how you're doing.	dialogue
It's not about being happy. You and I can't -	dialogue
I'll leave this afternoon. Happy?	dialogue
If that's a problem, then I'll make arrangements to stay with some friends.	dialogue
Alright.  I want you to leave and go back to New York.	dialogue
And you promise to abide by it?	dialogue
You truly want to do something to make me happy?	dialogue
Tell me what to do, Annette. How can I win your heart. I'll do anything. I can't get you out of my mind.	dialogue
That's also none of your business.	dialogue
That's none of your business.	dialogue
I can't. I'm seeing a friend.	dialogue
Ouch. Do you think we could spend some time together this morning?	dialogue
Yes, but only when it's mutual. And this is far from mutual.	dialogue
Don't you believe in love at first sight?	dialogue
You don't even know me.	dialogue
Well try this one on for size. I think I'm falling in love with you.	dialogue
I'm sorry, but I'm not here to be your savior.	dialogue
I'm trying to better myself, but the one person who can help me is the same one pushing me away.	dialogue
And that's a bad thing?	dialogue
Yes, well unfortunately I can't just switch the "on" button to "off." The sad fact of the matter is that you've unintentionally rubbed off on me.	dialogue
I thought we agreed that we were going to be friends.	dialogue
I wish I could say the same for myself. I was up thinking about you all night.	dialogue
I'm not going to speak to you till you realize that you can't intimidate me.	dialogue
Oh right, last night. I guess I owe you an apology.	dialogue
What's the big deal? We're friends. Haven't you ever seen your friends naked before?	dialogue
Fine. Friends it is. I can live with that.	dialogue
I'm sorry, but you're not my type.	dialogue
You don't find me cute? Come on, look at these muscles.	dialogue
I don't... I don't want to answer that... look we're friends.	dialogue
Do you deny that there's an attraction between us?	dialogue
Because you act like a pig.	dialogue
Look, I'm flattered but, seriously it could never work.	dialogue
I wasn't kidding. I'd like to take you out.	dialogue
Seriously, you're amazing. You have everything going for you.  You're smart, you're beautiful, you're determined. You're everything I want in a girlfriend.	dialogue
No, it's okay. I mean I look at you with all your morals and values and well, YOU seem to be happy in your choices. I envy you. No bullshit.	dialogue
Look, I didn't mean to give you a hard time.	dialogue
About what you said today in the stable. I'm not a happy person.	dialogue
Is that the last thing you need? My your clever.	dialogue
The last thing I need is you going into my room searching for this while I'm away.	dialogue
Give me the fucking letter.	dialogue
I sincerely doubt it.	dialogue
You know you could at least have the decency of telling me who's badmouthing me so I might have the opportunity to confront them face to face. How do you know it's not some girl who's pissed off at me for breaking up with her?	dialogue
This is my favorite part.  Even more treacherous and dangerous than he is charming and fascinating. He has never taken a single step or spoken a single word without some dishonorable or criminal intention. Every young girl he has successfully pursued has regretted it.	dialogue
What? Another letter from your friend?	dialogue
You know it amazes me that someone as bright as you can be so horrible.	dialogue
Give me a minute. I'll be right down.	dialogue
Gee, with an invitation like that how could a girl refuse.	dialogue
Oh come on. Quit acting like a geriatric and get in the pool.	dialogue
At this hour? I don't think so.	dialogue
Why don't you come join me for a swim and we'll discuss it.	dialogue
That's a matter of opinion.	dialogue
Romantic? He rapes her.	dialogue
Several times. I'm not as dumb as I act, you know. When Howard Roark makes love to Dominique Francon... most romantic scene in all of literature.	dialogue
You've read The Fountainhead?	dialogue
Look, I know this is your house and all, but do you think you couid keep it down? I'm trying to read.	dialogue
Excuse me. Excuse me!	dialogue
Alright, I said I was sorry.  Can we start over again? I think we've gotten off on the wrong foot.	dialogue
Look, I've got a lot of problems and I'm trying to deal with them and the last thing I need is people spreading shit about me.	dialogue
Why are you being so dramatic?	dialogue
Fine, forget it. It's obvious that we're not going to be friends.	dialogue
It's not really important.	dialogue
Who the hell is taking the time to write letters, spreading this shit about me?	dialogue
I'm sorry. I didn't mean to upset you... but you still didn't answer the question.	dialogue
Well maybe you should get to know the person before you judge them instead of listening to some bullshit gossip.	dialogue
How do you know I've been with several women?	dialogue
Take yourself. You've slept with several women. Are you happier because of it?	dialogue
I wasn't knocking anything. It's just my belief that people shouldn't actually experience the act of love until they are in love and that people our age are too immature to be in touch with those emotions.	dialogue
Most people are morons. I mean who are you to knock what you've never experienced?	dialogue
That's a first. Most people praised me for it.	dialogue
I must say I found it rather appalling.	dialogue
I read your teen beat manifesto.	dialogue
I was just being honest. You happen to have a nice ass. Sorry.	dialogue
Are you often this offensive on a first encounter?	dialogue
I don't know. Relationships seem too distracting. I'd rather concentrate on my studies.	dialogue
Got a boyfriend back home?	dialogue
So what year are you going into?	dialogue
I'm familiar with a lot of breeders in the mid-west. What's his name?	dialogue
My Grandpa, used to breed horses on his farm so I would come over and ride all the time.	dialogue
I'm sorry about that.	dialogue
My mother and I used to ride a lot, before she got sick.	dialogue
Thank you, Annette. Chance Hill has been with my family for over sixty years. Does your family do much riding?	dialogue
It's a beautiful home you have here Mrs. Rosemond.	dialogue
Alright, I believe you. Stop crying. Your secret's safe with me.	dialogue
I think he's telling the truth Valmont. Greg couldn't write a grocery list let alone a letter.	dialogue
No problem. Just make sure your front door is unlocked. Shall we say the "stroke of midnight" no pun intended?	dialogue
Don't think it's not going to cost you.	dialogue
Hmmm. I do believe Bravo is showing Spartacus on television tonight.	dialogue
Really. You think you could arrange a little get together with him tonight on my behalf?	dialogue
Not anymore. Football team started practice last week. He's already called me to hook up.	dialogue
Too bad he's in Kansas this summer.	dialogue
I shit you not. McConnell used to sneak in my dorm room drunk every month. We'd go at it for a while, then as soon as he'd cum, he starts freaking out. You know -  "What are you doing, man? I'm not a fag. I'll kick your ass if you say anything."  It's like, for Christsakes Greg, you're gay, deal with it. The only reason why I let him continue with his charade is because he's got a mouth like a Hoover.	dialogue
Let's just say Greg likes tackling tight ends on and off the field.	dialogue
I don't think that bothered him.	dialogue
It would make sense. McConnell hates me. I fingered his girlfriend at the game last year.	dialogue
He's from Kansas City. I wouldn't be surprised if he was your rat.	dialogue
Kansas. Who the hell do I know in Kansas?	dialogue
Where did you say she's from?	dialogue
Blaine, if I knew who it was that person wouldn't be alive right now.	dialogue
Any ideas who it could be?	dialogue
- wrote a letter to this chick and saying shit about me.	dialogue
Unbelievable. Some fag, no offense -	dialogue
I'll see you tomorrow.	dialogue
Well, I guess it's getting late. Please thank Kathryn for the use of her Steinway.	dialogue
Doctor King is my favorite.	dialogue
It's based on the life of Doctor Martin Luther King.	dialogue
Ronald is one of the few high school students attending Juliard. He's composing his first opera.	dialogue
Relax. It's okay. Take a deep breath.	dialogue
Well hurry up. I want to be at Mrs. Rosemond's before lunch.	dialogue
I'm in the bath, mom.	dialogue
Don't you raise your voice at me. Go to your room, now.	dialogue
Those are my letters!	dialogue
Margarita found them while cleaning your room.	dialogue
Where did you find those?	dialogue
Cecile, is that the best you can do?  You must forgive her, Kathryn. She's never been in a co-educational atmosphere before.	dialogue
What are the boys like?	dialogue
That's one way of looking at it.	dialogue
It's like a secret society.	dialogue
Cecile, everybody does it. It's just that nobody talks about it.	dialogue
But that would make me a slut.  Wouldn't it?	dialogue
So? Don't you want to make Ronald a happy pappy? Practice makes perfect, Cecile. My advice is to sleep with as many people as possible.	dialogue
I don't love him. I love Ronald.	dialogue
Now listen. Now that you're on your way, it would be stupid of you to stop. Think of Sebastian as a tutor. Let him instruct you.	dialogue
I'm so proud of you. You're becoming a woman.	dialogue
Cecile, you had an orgasm.	dialogue
Well... I don't know - it was weird. At first it felt icky, then it felt kind of okay. Then, I started getting really hot and then I started shaking and then like, I don't t know... it felt like an explosion, but a good one.	dialogue
Well did you like it?	dialogue
Cecile, I think you're going to have a hard time crying rape if that's all he did.	dialogue
If that's what you call it.	dialogue
He made you give him a blow job.	dialogue
So, let me get this straight. You came over to our house late last night and he forced intercourse on you.	dialogue
Why didn't you do something?	dialogue
If she knew, she'd kill me. It happened at your house last night.	dialogue
Does your mother know?	dialogue
It involves your brother. He... took advantage of me.	dialogue
Cecile, you have to tell me.	dialogue
I... I don't think you want to know.	dialogue
Something awful happened last night.	dialogue
Calm down. Tell me what's wrong.	dialogue
Of course I would. We're friends, right?	dialogue
You'd do that for me?	dialogue
Cecile if there's one thing I'm great at it's love letters. With my help, he'll be eating out of the palm of your hand. Perhaps we can arrange a little get together for the two of you at my house.	dialogue
I want you to make me copies of his letters and bring them to me.	dialogue
Yes. They're in this antique doll house in my room.	dialogue
Did you hide the letters?	dialogue
Listen to me. Your mother must never know. Never.	dialogue
I do like him. I can't stop thinking about him.	dialogue
Cecile, we just made out in the middle of Central Park. You can trust me.	dialogue
Well do you like him?	dialogue
That's so romantic. Have you responded?	dialogue
Oh come on Cecile. He's crazy about you.	dialogue
Maybe you should try it on your friend Ronald sometime.	dialogue
Let's try it again, only this time I'm going to stick my tongue in your mouth. When I do that I want you to massage my tongue with yours. That's what first base is.	dialogue
See that wasn't so bad.	dialogue
I guess. It still sounds gross.	dialogue
Do you want to learn or not?	dialogue
It's not gross. How else do you think girls learn? Here turn around and face me.	dialogue
Eww. No. That's gross.	dialogue
Haven't you ever practiced with one of your girlfriends?	dialogue
Ah duh. Boys. I've never even gone to first base with a guy. What do I do?	dialogue
What are you scared of?	dialogue
You think so? I don't know. I guess I'm just scared.	dialogue
What a loser she must be.  Anyhow, Court's invited me to the Hamptons for Labor Day Weekend.	dialogue
Really? Bulimic headcase.	dialogue
He's alright.  He kept talking about this bulimic headcase he dumped over Fourth Of July.	dialogue
So, rumor has it that you went on a date with Court Reynolds. I hear he's very nice.	dialogue
Thanks.  Nice meeting you.	dialogue
I'll call you later and we'll get together and plan your curriculum.	dialogue
I was thanking her. Vietnamese is such a beautiful language.	dialogue
Cecile. This is what I like to call quiet time. This is time when we reflect on what we've done.	dialogue
I like it better when I'm on top.	dialogue
For the first time, yes. It'll pass.	dialogue
Am I suppose to be this sore?	dialogue
Some other time, Cecile.	dialogue
I don't want to kiss you here. I want to kiss you there.	dialogue
You promised to let me kiss you.	dialogue
Of course. I'm not a monster.	dialogue
And then I can go home?	dialogue
Cecile, all I want to do is give you a kiss.	dialogue
Please please please. I'll do anything. Just don't call my mom.	dialogue
Why not? ... Oh wow, she doesn't know you're here. In fact, you're grounded. Jesus, you could get in a shitload of trouble for this. I think I should call her anyway.	dialogue
My mom? Don't call my mom.	dialogue
Okay, okay. I'll just call your mom and have her come pick you up.	dialogue
I'm sorry that was out of line.	dialogue
Mmmm, you're right. Those clothes don't do you justice. Why don't you take them off.	dialogue
Just taking your photo.	dialogue
You think he'll like it?	dialogue
It is, unless you're a fuck up, like myself.	dialogue
But I thought high school is only four years.	dialogue
I'm what you would call a fifth year senior.	dialogue
What year are you in?	dialogue
How are things down under? Blossoming I hope.	dialogue
My father just took me on a trip to Australia.	dialogue
Would you please leave.	dialogue
What, nervous I'm going to win?	dialogue
Good luck, Sebastian.	dialogue
Really? Care to make a wager on that?	dialogue
Don't even think about it. Rachel is an exceptionally well rounded young woman, who happens to be attending Princeton this fall. She's way too smart to fall for your line of b.s.	dialogue
Well, you don't have to get nasty about it.	dialogue
I hope for your sake you grow out of this immature phase. It's going to get you into trouble.	dialogue
No it doesn't. I see right through you.	dialogue
You think you can come in here with that cute little smirk on your face and try and flirt with me. It doesn't work, Sebastian.	dialogue
Don't be insecure, Doc. You're a big help.	dialogue
This isn't a joke. Your parents spend a lot of money to send you here. I'm trying to help you.	dialogue
Why? I like spending time with you. You know, you're quite attractive for a woman your age. You have killer legs. Killer.	dialogue
No. This is going to be our last session.	dialogue
I think that's all the time we have for today.	dialogue
Let me tell you something, doctor. Chicks love a guy with a bad rap. They say they don't, but they don't mean it. They all think that they're the ones that are going to "save me." The trick is to let them think it's true.	dialogue
Don't you want to change that?	dialogue
But you said you have the worst reputation.	dialogue
And you haven't made an ounce of progress.	dialogue
Jesus. We've been at this for six months.	dialogue
I don't know. He was just so charming. All he did was talk about how I had killer legs and how we wanted to photograph them. Things just got out of hand from there.  Mom? Are you there? Mom?  Mother!!!!	dialogue
Jesus Christ, how can you be so stupid?	dialogue
Nudie pictures, what do you think?	dialogue
Would you cut the psycho babble bullshit, mom. There's pictures of me on the internet.	dialogue
Alright honey, just calm down, take a deep breath, and step out of the circle.	dialogue
You don't know him. I'm so stupid.	dialogue
He told me he loved me and I believed him.	dialogue
Honey, is something wrong?	dialogue
Grand Central. You better not be fucking with me cause it's your ass on the line.	dialogue
Alright. She's staying with some friends of her parents. The O'Sheas. She caught the train twenty minutes ago into Grand Central.	dialogue
I told you I don't know.	dialogue
McConnell, I'm gonna out your ass in two seconds if you don't tell me where she is.	dialogue
I don't know. Why don't you leave her alone.	dialogue
Sebastian, you faggot. Is she with you?	dialogue
Pretty sure or sure sure?	dialogue
I'm pretty sure she did.	dialogue
And you think she bought it?	dialogue
You told her that people are jealous cause I'm loaded?	dialogue
You told her I never said I love you before?	dialogue
Did you do everything I asked you to?	dialogue
I swear on my life, I never said a word to her about you.	dialogue
Come on Greg. You're the only one who knows her. The truth will save you.	dialogue
Annette Harrison? I don't know what you're talking about.	dialogue
Your career? What about your family? Can you imagine the humiliation your father's going to feel when he finds out his pride and joy is a fudge- packer.	dialogue
Please don't tell anyone. This could ruin my career.	dialogue
-- really drunk and blah blah blah blah blah.	dialogue
I told you to lock the door.	dialogue
Greg, is that you under the covers?	dialogue
Hey Blaine, did I leave my... holy shit.	dialogue
Baby?  Right on time.	dialogue
Oh baby... oh baby...	dialogue
Don't worry about it. I'll stay.	dialogue
Will you stay here for the night? You can leave in the morning. That's when my parents get back and --	dialogue
He doesn't scare me. I'll kick his ass in.	dialogue
I'd be careful if I were you. God knows what he's up to.	dialogue
Racist piece of shit.	dialogue
It's been going on for a while.  Then he called me a disgrace to our family and that's when he hit me.	dialogue
And this happened before you and I hooked up?	dialogue
And when I confronted him about his affair with Cecile he told me it was none of my business. Then when I said "Well what about Ronald," he said you were nothing more than a stupid... the n word and that you deserved what you got...	dialogue
I think he's high on drugs. He hit me, then took off. I'm afraid to be alone. Please come over.	dialogue
It's Sebastian. He's out of his mind.	dialogue
Hi Kathryn. Is everything okay?	dialogue
But I can't even see her. She doesn't have her own phone, I don't even know her e-mail address.	dialogue
What do you do? Tell her you love her.	dialogue
I think you have your answer.	dialogue
Then I will consider it a declaration of war. One. Two... three.	dialogue
I'm giving you to the count of three to plop your ass down on the bed.	dialogue
I don't care what you said, we had an agreement. You've slept with half of the borough so don't tell me you're being choosy.	dialogue
Didn't you hear what I said?	dialogue
Get out? We had an arrangement.	dialogue
I accept. Now get out.	dialogue
I'm very sorry about that. I apologize.	dialogue
I'm sorry, but unfortunately I don't fuck losers.	dialogue
In any event, you still owe me my reward.	dialogue
You were very much in love with her and you're still in love with her. But it amused me to make you ashamed of it. You gave up on the first person you ever loved because I called you names. Don't get me wrong, I'm flattered that you chose me over her, but please understand, I never loved you, Sebastian. You're just a toy. A little toy I play with. And now you've completely blown it with her. I think that's the saddest thing I've ever heard.  Cheers.	dialogue
Silly rabbit. My triumph isn't over her. It's over you.	dialogue
Not my choice of toast, but it's your call. To your triumph over Annette.	dialogue
To my triumph, of course.	dialogue
Thank you. Now, where were we?	dialogue
Not that it's any of your business but yes.	dialogue
I'd love to, but unfortunately I'm expecting some company.	dialogue
I thought we should celebrate.	dialogue
Devastated beyond repair. I doubt she'll ever trust a man again.	dialogue
You wanted an answer to your question.	dialogue
Mind if I ask what you're doing in my room?	dialogue
I have a flair for drama.	dialogue
A little melodramatic, don't you think.	dialogue
I knew this guy last summer in the Hamptons. He and his girlfriend at the time were madly in love with each other. But she had this huge weight problem. His friends taunted him mercilessly about it. You know, "How do you breathe when she sits on your face?" "It's embarrassing for you to be seen with her." Finally he couldn't take it anymore and decided to dump her. She flipped and he went on the defensive. I distinctly remember him saying the same thing over and over again. "I'm completely fucked up." "I'm completely fucked up." "I'm completely fucked up."  Poor fatty never had a chance.	dialogue
Screening calls. Any suggestions?	dialogue
How have you dumped girls in the past?	dialogue
I've never done this before.	dialogue
Then do me a favor and get rid of her. If not for me, then do it for you. Look at yourself. You're a joke. She's turned you into jelly. What do you want to be, one of those losers who walk down the halls holding hands and smiling. People used to respect you. They feared you and now you're going to throw that all away.	dialogue
That's not fair. You're taking all the fun out of it.	dialogue
Is that what you think?	dialogue
I can't believe you're reacting this way. You're just saying this because you lost the bet.	dialogue
Not anymore you don't. It's obvious.	dialogue
Kathryn, you know I love you. I've always loved you.	dialogue
At first it was, but now it's become something bigger.	dialogue
Oh come on, Kathryn, it was just a contest.	dialogue
I'm sorry. It's just upsetting. You're in love with her. You don't love me anymore.	dialogue
What's wrong with you? Why are you acting this way?	dialogue
P-whipped, p-whipped.	dialogue
Oh my God. You're completely p-whipped.	dialogue
And that's why you're leaving?	dialogue
Wow. So you made love. Ooo, I hear the birds chirping.	dialogue
It was... it was like the emotional part outweighed the physical part.	dialogue
I know. That's the amazing part of it. I mean, it wasn't like Cirque du Soleil acrobatics, just standard missionary stuff, but it was... ah forget it. I'm going to sound like a Hallmark card.	dialogue
Oh come on. For her first time?	dialogue
Tell me all the details.	dialogue
Well, you obviously wanted me to witness your little adventure or else you wouldn't have invited me in.	dialogue
She wouldn't say. She apologized to your aunt and told her she was going to stay with some friends.  You blew it, Sebastian. That girl has come to her senses and she will never go near you again.	dialogue
You don't know?  She left thirty minutes ago.	dialogue
If you're heading towards her room, you won't find her.	dialogue
A momentary lapse of judgment, soon to be rectified.	dialogue
You're telling me you had the chance to fuck her and you didn't. God are you a chump.	dialogue
I don't know. She was lying on the bed, ready to do it, but I-- I don't, I was... I just didn't feel right about it.	dialogue
Exactly the opposite.	dialogue
If your asking if I nailed her the answer is no.	dialogue
Well I know how it went with Cecile. She won't shut up about it. How'd it go with Mrs. Jesus?	dialogue
So? How'd it go last night?	dialogue
Kathryn, the only thing you're going to be riding is me. Now if you'll excuse me, I have some work to do.	dialogue
Do you mind if I take my new Porsche for a ride?	dialogue
I'm not losing the bet. It's just taking longer than I expected.	dialogue
And that's why you're losing your bet?	dialogue
If you must know, yes. I don't know what to do. I can't stand that holier than thou bullshit and yet, I'm completely infatuated with her.  She made me laugh.	dialogue
She's really getting to you, isn't she?	dialogue
Jesus, she reeks of Laura Ashley.  Oh, she's crying. Wittle baby's upset by the big bad book.	dialogue
Take a look for yourself.	dialogue
Who are you spying on?	dialogue
I just had a nice chat with Cecile. I don't think she'll be giving you anymore problems.	dialogue
Eat me, Sebastian. It's alright for you to fuck everyone, but because I'm a girl it's wrong. Well let me tell you something, I didn't ask to be a girl. Do you think I relish the fact that I have to act like Mary Sunshine twenty four seven, so I can be considered a "laaaady." Do you think I take great delight when I hear - "Kathryn is so wonderful." "Kathryn is a model child." "Kathryn is going to make an excellent wife one day."  I'm the Marsha fucking Brady of the upper East Side and sometimes I want to kill myself for it. No, I don't enjoy being a part of the weaker sex and for that reason everyone around me is going to suffer. So there's your psychoanalysis Doctor Freud. Now are you in or are you out?	dialogue
What is that? Oh my God, it's your conscience.	dialogue
Are you really? I mean, we've done some pretty fucked up shit in our time but this... I mean, we're destroying an innocent girl. You do realize that.	dialogue
Before we go through with this, I just want you to be aware of the damage we're going to cause.	dialogue
Well, let me know when you do. Until then.	dialogue
Have you succeeded in your task?	dialogue
Moving along quite well.	dialogue
I hate when things don't go my way. It makes me so horny.	dialogue
Oh sis. You're so tense.	dialogue
Thank you. Mmmm, that feels good.	dialogue
But who will they turn to for help?	dialogue
I rat Cecile out to mommy. Mommy goes ballistic and ends their relationship. Boo hoo.	dialogue
What's your plan of attack?	dialogue
Not to mention Court Reynolds. Unfortunately, Ronald's moving with the speed of a Special Olympic Bobsledder.	dialogue
Ooo, I'm sure Mrs. Caldwell will love that.	dialogue
The plot thickens. It appears that Cecile has fallen for her music teacher.	dialogue
Call Cecile up and get her to come over. I'll bust that cherry in a heartbeat.	dialogue
I now plan to devote all my energies to destroying the douche bag. Any luck corrupting her daughter?	dialogue
You ready for this? I've recently discovered that our good friend Mrs. Caldwell is the one who sent the letter to Annette urging her to stay away from me.	dialogue
What's wrong with you?	dialogue
You would not believe what--	dialogue
It would feel so yummy.	dialogue
You can put it anywhere.	dialogue
Because I'm the only person you can't control and it kills you.	dialogue
What makes you think I'd go for that bet? That's a seventy thousand dollar car.	dialogue
In English.  I'll fuck your brains out.	dialogue
I'll give you something you've been jerking off about ever since our parents got married.	dialogue
If you lose, then that hot little Porsche of yours is mine.	dialogue
Could you be more desperate to read it?	dialogue
Oh gee, your journal. Could you be more queer?	dialogue
Oh well, duty calls. Time to add another chapter to my work of art.	dialogue
I'll think about it...	dialogue
Care to make a wager on that?	dialogue
You don't stand a chance. Even this is out of your league.	dialogue
It just so happens we're not in Kansas anymore. Our little angel's father has accepted the new headmaster position at Oakwood. She's staying with my aunt up in Connecticut while Daddy sells his house. Can you imagine what this would do for my reputation? Screwing the new headmaster's virginal daughter before school starts? It will be my greatest victory.	dialogue
B.F.D. What do you plan to do? Fly to Kansas and woo little Dorothy.	dialogue
Oh yes. I've read it over and over again. This baby's the real deal. Daddy's little angel. A paradigm of chastity and virtue.	dialogue
Jesus Christ, is she for real?	dialogue
Shut up and turn to page 64.	dialogue
I'm not interested in the latest dating tips from Jonathan Taylor Thomas.	dialogue
That was just simple revenge. What I have planned requires sheer genius.	dialogue
Oh but diddling the therapist's daughter is a challenge?	dialogue
Oh come on, Kathryn. It's too easy. "But I thought high school was only four years." I mean, please. She knows nothing. She's seen nothing. I could have her under the table at Au Bar sucking me off before the appetizer arrived. Go get one of those moron friends of yours to do it. I have a reputation to uphold.	dialogue
She's quite cute you know. Young supple breasts, a tight firm ass and an uncharted pootie.	dialogue
I need you to seduce our young Cecile. Introduce her to your world of decadence and debauchery.	dialogue
I see your point... though why should I care?	dialogue
Because if there's an attack made on Court it could be traced back to me. I can't allow that to happen. Everybody loves me and I intend to keep it that way.	dialogue
Why go through Cecile? Why not just attack Court?	dialogue
Keep your friends close and your enemies closer. When I get through with her, she'll be the premier Blow Job Queen of the Tri-State area and poor little Court's heart will be shattered.	dialogue
So that's what this is all about.  We'll get together and plan your curriculum.	dialogue
I don't find this very funny,	dialogue
In any event, my feelings were hurt when I learned that he had fallen for someone else. Someone chaste... pure... innocent.	dialogue
Oh, poor baby. Well you can relax. I have a mission for you.	dialogue
Hopefully, though she suspects that your decrepit alcoholic father is diddling the maid.	dialogue
Lovely. How is your gold digging whore of a mother enjoying Bali? Zipping through my inheritance per usual?	dialogue
I'm just taking the poor girl under my wing.	dialogue
Do you care to tell me what Mrs. White-trash and her stupid daughter are doing in my house?	dialogue
Cecile's attending Oakwood in the fall.	dialogue
It's the least I can do.	dialogue
Oh please. I can't have you do that.	dialogue
Let me get that for you.	dialogue
You will be discreet about this?	dialogue
I can't thank you enough.	dialogue
I know. She's so young and he's so -	dialogue
Ronald? That's crazy.	dialogue
It's worse. I think there's something going on between Cecile and her music teacher.	dialogue
Kathryn, you have my word. It isn't drugs is it?	dialogue
Well... you promise you won't say anything to her. We've developed a friendship and...	dialogue
Not at all. What's wrong?	dialogue
I hope I didn't keep you from something.	dialogue
I got your message and came as quick as I could.	dialogue
Like your step-brother Sebastian. I can't believe they didn't expel him after what he did to the school nurse.	dialogue
Don't worry, it's totally understandable. Most of the boys that matriculate at Oakwood are very upstanding gentleman, however there are the occasional bad apples.	dialogue
I know this sounds corny, but whenever I feel temptations of peer pressure, I...  turn to God and he helps me through the problem. Call me an anachronism, but it works.	dialogue
How do you do it? I mean with all peer pressuring that goes on in high school. Where do you get your strength?	dialogue
I can't tell you how happy we are that Cecile is going to be attending Oakwood with you this fall. You've always been an inspiration to Beau and I on raising her. We just hope she can rise to the high standards which you've set for her.	dialogue
I guess that puts me in my place. Thank you for the hospitality Mrs. Caldwell. It was a true awakening.	dialogue
Oh don't give me any of that racist crap. My husband and I gave money to Colin Powell.	dialogue
First of all, maam, I never touched your daughter and second, I would like to think that in these times someone of your status could look beyond racial lines.	dialogue
Whatever. You are never to set foot in this house again and you are never and I mean never to see my daughter again. Is that understood?!	dialogue
Got me off the streets? I live on 59th and Park.	dialogue
Mrs. Caldwell I think you're misunderstanding something.	dialogue
I'm paying you to give cello lessons. Not to pervert my child.	dialogue
Who the hell do you think you are?!	dialogue
I understand. Good night.	dialogue
It's really important.	dialogue
Fine. Could you please see that she gets this.	dialogue
Young man, I already told you she's not here.	dialogue
Later. Listen, we're entertaining some guests so -	dialogue
Do you know when she'll be back?	dialogue
Do you know where she is?	dialogue
I need to talk to Annette.	dialogue
Well please leave a message that I called.	dialogue
I've already told you, she's not home.	dialogue
It's desperate that I talk to her.	dialogue
You must be Sebastian. I've heard such nice things about you.	dialogue
Hi. Is Annette at home?	dialogue
Oh... no thank you...	dialogue
I said, do you want some water?	dialogue
Yep. Then I fucked your daughter.	dialogue
Uh huh. You beat me three times.	dialogue
We played backgammon?	dialogue
Right after we played backgammon.	dialogue
Yes, you already did.	dialogue
Did I ever tell you the time when my late husband sent me -	dialogue
Don't worry about it.	dialogue
I understand. Thanks for letting me crash here.	dialogue
I can't have you do that, nor can I have you hanging around the lobby all day.	dialogue
Do you mind if I check upstairs?	dialogue
Eight o'clock. You got to go.	dialogue
Don't know what I'm talking about? I know that you fucked Cecile.	dialogue
Ronald, you don't know what you're talking about.	dialogue
Kathryn? Oh Christ, she got to you too?	dialogue
Kathryn. Did you hit her?	dialogue
What are you talking about?	dialogue
Where the hell do you come off hitting women?	dialogue
Can we do it later. I've had a really bad night and -	dialogue
It seems that you and I have some talking to do.	dialogue
How will I get to her?	dialogue
Ronald, e-mail's for geeks and pedophiles. Be romantic. Write her another letter.	dialogue
Wow. I never knew she had these kind of feelings.	dialogue
Once the emptiness in Amy's life is filled, the dream will go of itself. If a up to you, both of you. Only you two can bring her into a real world.. You must give her the friendship and love she craves.	dialogue
It's perfectly normal for a child to dream. I can see how a sensitive little girl, finding this portrait, would take the image of this woman and make of her an imaginary friend. That image dwells only in her imagination, and that image can go as quickly as it was born.	dialogue
I can see it all...the very day it began. Amy was lonely; she was desperate for friendship. I remember the night she told me she had wished on her ring. That must have been the day she first wished for a friend.	dialogue
Forgive me, but it was superstition ...foolish, childish wishes...that started, all this.	dialogue
It's been ages since I've even thought of a mummers' play. When I was in college we used to do them every year  St. George and the Dragon, all kinds of sword dances.	dialogue
It's one of the clearest memories I have. Twelfth night...burning pine... and mummers' plays.	dialogue
I love the smell of pine.	dialogue
No. I only let her go with Edward.  It's alright.	dialogue
Does she go up to the Farren's often?	dialogue
But quite harmless, I'm sure.	dialogue
Yes,  She's a little odd, I understand.	dialogue
That the old actress -- Julia Farren?	dialogue
Yes. As a matter of fact, I was on the point of telling you about it yesterday  about Oliver's first marriage  and his wife's death. It has so much to do with Amy  although he'll never realize it.	dialogue
I didn't know Mr. Reed had been married before.	dialogue
We don't even like them,  I've often thought of giving it away, but Oliver wouldn't stand for it.  It was his first wife's favorite picture.  She was an artist.	dialogue
But you don't keep a cat, do you?	dialogue
But it is a part of our lives too --a part of our past, It's a Goya reproduction. Those three cats --  are supposed to be the most beautifully drawn cats in Western art.	dialogue
I know how it is.  My Dad collects miniature canon.	dialogue
Oliver's pet,  I'm sure it would be the first thing he'd grab if we ever had a fire.	dialogue
Hello. I just met Amy and she pointed out where you live.	dialogue
I'm so glad to have met you at last. You're just as nice as Amy told me you were.  I hope you'll come to see us.	dialogue
That's exactly what I told Mr. Reed, but he insisted upon remaining home from business to talk to you, Miss Callahan.	dialogue
